2022-01-08 07:11:52,078 [main] INFO  com.jzj.core.CoreApplication [Line:655] - The following profiles are active: dev
2022-01-08 07:11:54,120 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate [Line:249] - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-08 07:11:54,122 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate [Line:127] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-08 07:11:54,162 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate [Line:187] - Finished Spring Data repository scanning in 16ms. Found 0 Redis repository interfaces.
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'dictMapper' and 'com.jzj.core.mapper.DictMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduPaperMapper' and 'com.jzj.core.mapper.EduPaperMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduPaperTopicMapper' and 'com.jzj.core.mapper.EduPaperTopicMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduStatisticsMapper' and 'com.jzj.core.mapper.EduStatisticsMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduSubjectMapper' and 'com.jzj.core.mapper.EduSubjectMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduTestPaperRecordsMapper' and 'com.jzj.core.mapper.EduTestPaperRecordsMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduTestTopicRecordsMapper' and 'com.jzj.core.mapper.EduTestTopicRecordsMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduTopicContentMapper' and 'com.jzj.core.mapper.EduTopicContentMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,500 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'eduTopicMapper' and 'com.jzj.core.mapper.EduTopicMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,501 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'noticeMessageMapper' and 'com.jzj.core.mapper.NoticeMessageMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,501 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'ucenterMemberMapper' and 'com.jzj.core.mapper.UcenterMemberMapper' mapperInterface. Bean already defined with the same name!
2022-01-08 07:11:54,501 [main] WARN  o.m.s.mapper.ClassPathMapperScanner [Line:44 ] - Skipping MapperFactoryBean with name 'webConfigMapper' and 'com.jzj.core.mapper.WebConfigMapper' mapperInterface. Bean already defined with the same name!
